"","Images","Masks"
"906","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/913.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/913.png"
"907","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/914.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/914.png"
"908","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/915.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/915.png"
"909","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/916.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/916.png"
"910","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/917.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/917.png"
"911","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/918.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/918.png"
"912","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/919.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/919.png"
"913","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/92.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/92.png"
"914","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/920.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/920.png"
"915","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/921.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/921.png"
"916","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/922.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/922.png"
"917","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/923.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/923.png"
"918","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/924.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/924.png"
"919","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/925.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/925.png"
"920","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/926.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/926.png"
"921","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/927.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/927.png"
"922","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/928.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/928.png"
"923","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/929.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/929.png"
"924","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/93.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/93.png"
"925","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/930.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/930.png"
"926","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/931.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/931.png"
"927","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/932.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/932.png"
"928","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/933.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/933.png"
"929","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/934.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/934.png"
"930","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/935.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/935.png"
"931","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/936.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/936.png"
"932","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/937.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/937.png"
"933","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/938.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/938.png"
"934","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/939.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/939.png"
"935","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/94.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/94.png"
"936","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/940.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/940.png"
"937","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/941.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/941.png"
"938","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/942.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/942.png"
"939","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/943.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/943.png"
"940","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/944.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/944.png"
"941","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/945.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/945.png"
"942","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/946.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/946.png"
"943","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/947.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/947.png"
"944","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/948.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/948.png"
"945","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/95.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/95.png"
"946","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/96.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/96.png"
"947","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/97.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/97.png"
"948","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/98.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/98.png"
"949","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/99.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/99.png"
